total_cases novelDailyCases active_cases total_deaths daily_deaths
2.402700000000000000e+04 7.500000000000000000e+01 1.820000000000000000e+03 4.200000000000000000e+02 4.000000000000000000e+00
2.409100000000000000e+04 6.400000000000000000e+01 1.825000000000000000e+03 4.210000000000000000e+02 1.000000000000000000e+00
2.416400000000000000e+04 7.300000000000000000e+01 1.856000000000000000e+03 4.220000000000000000e+02 1.000000000000000000e+00
2.423900000000000000e+04 7.500000000000000000e+01 1.734000000000000000e+03 4.220000000000000000e+02 0.000000000000000000e+00
2.435300000000000000e+04 1.140000000000000000e+02 1.594000000000000000e+03 4.250000000000000000e+02 3.000000000000000000e+00
2.442200000000000000e+04 6.900000000000000000e+01 1.532000000000000000e+03 4.270000000000000000e+02 2.000000000000000000e+00
2.447600000000000000e+04 5.400000000000000000e+01 1.479000000000000000e+03 4.280000000000000000e+02 1.000000000000000000e+00
2.454800000000000000e+04 7.200000000000000000e+01 1.494000000000000000e+03 4.300000000000000000e+02 2.000000000000000000e+00
2.460600000000000000e+04 5.800000000000000000e+01 1.481000000000000000e+03 4.320000000000000000e+02 2.000000000000000000e+00
2.470300000000000000e+04 9.700000000000000000e+01 1.541000000000000000e+03 4.330000000000000000e+02 1.000000000000000000e+00
2.480500000000000000e+04 1.020000000000000000e+02 1.508000000000000000e+03 4.340000000000000000e+02 1.000000000000000000e+00
2.487800000000000000e+04 7.300000000000000000e+01 1.410000000000000000e+03 4.380000000000000000e+02 4.000000000000000000e+00
2.498800000000000000e+04 1.100000000000000000e+02 1.467000000000000000e+03 4.390000000000000000e+02 1.000000000000000000e+00
2.503500000000000000e+04 4.700000000000000000e+01 1.414000000000000000e+03 4.410000000000000000e+02 2.000000000000000000e+00
2.510800000000000000e+04 7.300000000000000000e+01 1.407000000000000000e+03 4.430000000000000000e+02 2.000000000000000000e+00
2.519900000000000000e+04 9.100000000000000000e+01 1.443000000000000000e+03 4.440000000000000000e+02 1.000000000000000000e+00
2.527500000000000000e+04 7.600000000000000000e+01 1.463000000000000000e+03 4.440000000000000000e+02 0.000000000000000000e+00
2.533300000000000000e+04 5.800000000000000000e+01 1.420000000000000000e+03 4.470000000000000000e+02 3.000000000000000000e+00
2.542400000000000000e+04 9.100000000000000000e+01 1.390000000000000000e+03 4.500000000000000000e+02 3.000000000000000000e+00
2.554300000000000000e+04 1.190000000000000000e+02 1.443000000000000000e+03 4.530000000000000000e+02 3.000000000000000000e+00
2.569800000000000000e+04 1.550000000000000000e+02 1.526000000000000000e+03 4.550000000000000000e+02 2.000000000000000000e+00
2.577500000000000000e+04 7.700000000000000000e+01 1.484000000000000000e+03 4.570000000000000000e+02 2.000000000000000000e+00
2.583600000000000000e+04 6.100000000000000000e+01 1.510000000000000000e+03 4.570000000000000000e+02 0.000000000000000000e+00
2.595500000000000000e+04 1.190000000000000000e+02 1.593000000000000000e+03 4.570000000000000000e+02 0.000000000000000000e+00
2.604300000000000000e+04 8.800000000000000000e+01 1.602000000000000000e+03 4.600000000000000000e+02 3.000000000000000000e+00
2.614600000000000000e+04 1.030000000000000000e+02 1.612000000000000000e+03 4.610000000000000000e+02 1.000000000000000000e+00
2.627100000000000000e+04 1.250000000000000000e+02 1.641000000000000000e+03 4.620000000000000000e+02 1.000000000000000000e+00
2.638500000000000000e+04 1.140000000000000000e+02 1.695000000000000000e+03 4.630000000000000000e+02 1.000000000000000000e+00
2.651100000000000000e+04 1.260000000000000000e+02 1.736000000000000000e+03 4.640000000000000000e+02 1.000000000000000000e+00
2.663500000000000000e+04 1.240000000000000000e+02 1.812000000000000000e+03 4.660000000000000000e+02 2.000000000000000000e+00
2.673200000000000000e+04 9.700000000000000000e+01 1.869000000000000000e+03 4.680000000000000000e+02 2.000000000000000000e+00
2.680700000000000000e+04 7.500000000000000000e+01 1.825000000000000000e+03 4.720000000000000000e+02 4.000000000000000000e+00
2.692500000000000000e+04 1.180000000000000000e+02 1.835000000000000000e+03 4.740000000000000000e+02 2.000000000000000000e+00
2.705000000000000000e+04 1.250000000000000000e+02 1.840000000000000000e+03 4.750000000000000000e+02 1.000000000000000000e+00
2.719500000000000000e+04 1.450000000000000000e+02 1.898000000000000000e+03 4.760000000000000000e+02 1.000000000000000000e+00
2.728400000000000000e+04 8.900000000000000000e+01 1.897000000000000000e+03 4.770000000000000000e+02 1.000000000000000000e+00
2.742700000000000000e+04 1.430000000000000000e+02 1.981000000000000000e+03 4.780000000000000000e+02 1.000000000000000000e+00
2.755300000000000000e+04 1.260000000000000000e+02 2.044000000000000000e+03 4.800000000000000000e+02 2.000000000000000000e+00
2.765300000000000000e+04 1.000000000000000000e+02 2.008000000000000000e+03 4.850000000000000000e+02 5.000000000000000000e+00
2.779900000000000000e+04 1.460000000000000000e+02 2.046000000000000000e+03 4.870000000000000000e+02 2.000000000000000000e+00
2.794200000000000000e+04 1.430000000000000000e+02 2.051000000000000000e+03 4.870000000000000000e+02 0.000000000000000000e+00
2.813300000000000000e+04 1.910000000000000000e+02 2.108000000000000000e+03 4.880000000000000000e+02 1.000000000000000000e+00
2.833800000000000000e+04 2.050000000000000000e+02 2.210000000000000000e+03 4.920000000000000000e+02 4.000000000000000000e+00
2.854600000000000000e+04 2.080000000000000000e+02 2.362000000000000000e+03 4.930000000000000000e+02 1.000000000000000000e+00
2.876900000000000000e+04 2.230000000000000000e+02 2.516000000000000000e+03 4.940000000000000000e+02 1.000000000000000000e+00
2.899800000000000000e+04 2.290000000000000000e+02 2.644000000000000000e+03 4.940000000000000000e+02 0.000000000000000000e+00
2.931100000000000000e+04 3.130000000000000000e+02 2.842000000000000000e+03 4.960000000000000000e+02 2.000000000000000000e+00
2.965400000000000000e+04 3.430000000000000000e+02 3.058000000000000000e+03 4.980000000000000000e+02 2.000000000000000000e+00
3.001700000000000000e+04 3.630000000000000000e+02 3.253000000000000000e+03 5.010000000000000000e+02 3.000000000000000000e+00
3.040300000000000000e+04 3.860000000000000000e+02 3.535000000000000000e+03 5.030000000000000000e+02 2.000000000000000000e+00
3.073300000000000000e+04 3.300000000000000000e+02 3.762000000000000000e+03 5.050000000000000000e+02 2.000000000000000000e+00
3.100400000000000000e+04 2.710000000000000000e+02 3.956000000000000000e+03 5.090000000000000000e+02 4.000000000000000000e+00
3.135300000000000000e+04 3.490000000000000000e+02 4.121000000000000000e+03 5.100000000000000000e+02 1.000000000000000000e+00
3.173500000000000000e+04 3.820000000000000000e+02 4.397000000000000000e+03 5.130000000000000000e+02 3.000000000000000000e+00
3.231800000000000000e+04 5.830000000000000000e+02 4.853000000000000000e+03 5.150000000000000000e+02 2.000000000000000000e+00
3.288700000000000000e+04 5.690000000000000000e+02 5.268000000000000000e+03 5.160000000000000000e+02 1.000000000000000000e+00
3.337500000000000000e+04 4.880000000000000000e+02 5.504000000000000000e+03 5.220000000000000000e+02 6.000000000000000000e+00
3.382400000000000000e+04 4.490000000000000000e+02 5.759000000000000000e+03 5.230000000000000000e+02 1.000000000000000000e+00
3.420100000000000000e+04 3.770000000000000000e+02 6.050000000000000000e+03 5.260000000000000000e+02 3.000000000000000000e+00
3.465200000000000000e+04 4.510000000000000000e+02 6.241000000000000000e+03 5.260000000000000000e+02 0.000000000000000000e+00
3.516300000000000000e+04 5.110000000000000000e+02 6.572000000000000000e+03 5.260000000000000000e+02 0.000000000000000000e+00
3.570300000000000000e+04 5.400000000000000000e+02 6.822000000000000000e+03 5.290000000000000000e+02 3.000000000000000000e+00
3.633200000000000000e+04 6.290000000000000000e+02 7.185000000000000000e+03 5.360000000000000000e+02 7.000000000000000000e+00
3.691500000000000000e+04 5.830000000000000000e+02 7.458000000000000000e+03 5.400000000000000000e+02 4.000000000000000000e+00
3.754600000000000000e+04 6.310000000000000000e+02 7.873000000000000000e+03 5.450000000000000000e+02 5.000000000000000000e+00
3.816100000000000000e+04 6.150000000000000000e+02 8.311000000000000000e+03 5.490000000000000000e+02 4.000000000000000000e+00
3.874600000000000000e+04 5.850000000000000000e+02 8.544000000000000000e+03 5.520000000000000000e+02 3.000000000000000000e+00
3.941600000000000000e+04 6.700000000000000000e+02 8.683000000000000000e+03 5.560000000000000000e+02 4.000000000000000000e+00
4.009800000000000000e+04 6.820000000000000000e+02 8.897000000000000000e+03 5.640000000000000000e+02 8.000000000000000000e+00
4.078600000000000000e+04 6.880000000000000000e+02 9.057000000000000000e+03 5.720000000000000000e+02 8.000000000000000000e+00
4.173600000000000000e+04 9.500000000000000000e+02 9.665000000000000000e+03 5.780000000000000000e+02 6.000000000000000000e+00
4.276600000000000000e+04 1.030000000000000000e+03 1.037200000000000000e+04 5.800000000000000000e+02 2.000000000000000000e+00
4.348400000000000000e+04 7.180000000000000000e+02 1.079500000000000000e+04 5.870000000000000000e+02 7.000000000000000000e+00
4.436400000000000000e+04 8.800000000000000000e+02 1.120500000000000000e+04 6.000000000000000000e+02 1.300000000000000000e+01
4.543900000000000000e+04 1.075000000000000000e+03 1.188000000000000000e+04 6.120000000000000000e+02 1.200000000000000000e+01
4.645300000000000000e+04 1.014000000000000000e+03 1.220900000000000000e+04 6.340000000000000000e+02 2.200000000000000000e+01
4.751700000000000000e+04 1.064000000000000000e+03 1.289000000000000000e+04 6.450000000000000000e+02 1.100000000000000000e+01
4.857000000000000000e+04 1.053000000000000000e+03 1.357700000000000000e+04 6.590000000000000000e+02 1.400000000000000000e+01
4.966500000000000000e+04 1.095000000000000000e+03 1.426900000000000000e+04 6.740000000000000000e+02 1.500000000000000000e+01
5.059100000000000000e+04 9.260000000000000000e+02 1.473800000000000000e+04 6.980000000000000000e+02 2.400000000000000000e+01
5.145800000000000000e+04 8.670000000000000000e+02 1.480800000000000000e+04 7.220000000000000000e+02 2.400000000000000000e+01
5.254800000000000000e+04 1.090000000000000000e+03 1.508300000000000000e+04 7.390000000000000000e+02 1.700000000000000000e+01
5.353300000000000000e+04 9.850000000000000000e+02 1.535200000000000000e+04 7.560000000000000000e+02 1.700000000000000000e+01
5.477000000000000000e+04 1.237000000000000000e+03 1.594900000000000000e+04 7.730000000000000000e+02 1.700000000000000000e+01
5.590200000000000000e+04 1.132000000000000000e+03 1.657700000000000000e+04 7.930000000000000000e+02 2.000000000000000000e+01
5.687200000000000000e+04 9.700000000000000000e+02 1.702400000000000000e+04 8.080000000000000000e+02 1.500000000000000000e+01
5.768000000000000000e+04 8.080000000000000000e+02 1.759300000000000000e+04 8.190000000000000000e+02 1.100000000000000000e+01
5.872500000000000000e+04 1.045000000000000000e+03 1.716300000000000000e+04 8.590000000000000000e+02 4.000000000000000000e+01
5.977300000000000000e+04 1.048000000000000000e+03 1.745900000000000000e+04 8.790000000000000000e+02 2.000000000000000000e+01
6.074000000000000000e+04 9.670000000000000000e+02 1.756900000000000000e+04 9.000000000000000000e+02 2.100000000000000000e+01
6.176900000000000000e+04 1.029000000000000000e+03 1.789900000000000000e+04 9.170000000000000000e+02 1.700000000000000000e+01
6.258700000000000000e+04 8.180000000000000000e+02 1.806700000000000000e+04 9.420000000000000000e+02 2.500000000000000000e+01
6.324400000000000000e+04 6.570000000000000000e+02 1.777500000000000000e+04 9.620000000000000000e+02 2.000000000000000000e+01
6.426400000000000000e+04 1.020000000000000000e+03 1.804300000000000000e+04 9.810000000000000000e+02 1.900000000000000000e+01
6.497900000000000000e+04 7.150000000000000000e+02 1.780000000000000000e+04 1.007000000000000000e+03 2.600000000000000000e+01
6.581800000000000000e+04 8.390000000000000000e+02 1.779600000000000000e+04 1.027000000000000000e+03 2.000000000000000000e+01
6.668600000000000000e+04 8.680000000000000000e+02 1.799100000000000000e+04 1.046000000000000000e+03 1.900000000000000000e+01
6.735800000000000000e+04 6.720000000000000000e+02 1.790800000000000000e+04 1.081000000000000000e+03 3.500000000000000000e+01
6.799900000000000000e+04 6.410000000000000000e+02 1.757500000000000000e+04 1.100000000000000000e+03 1.900000000000000000e+01
6.866400000000000000e+04 6.650000000000000000e+02 1.713000000000000000e+04 1.125000000000000000e+03 2.500000000000000000e+01
6.911400000000000000e+04 4.500000000000000000e+02 1.542200000000000000e+04 1.140000000000000000e+03 1.500000000000000000e+01
6.965100000000000000e+04 5.370000000000000000e+02 1.491700000000000000e+04 1.165000000000000000e+03 2.500000000000000000e+01
7.020400000000000000e+04 5.530000000000000000e+02 1.438300000000000000e+04 1.185000000000000000e+03 2.000000000000000000e+01
7.072800000000000000e+04 5.240000000000000000e+02 1.376100000000000000e+04 1.195000000000000000e+03 1.000000000000000000e+01
7.124100000000000000e+04 5.130000000000000000e+02 1.348800000000000000e+04 1.217000000000000000e+03 2.200000000000000000e+01
7.182000000000000000e+04 5.790000000000000000e+02 1.303000000000000000e+04 1.236000000000000000e+03 1.900000000000000000e+01
7.234000000000000000e+04 5.200000000000000000e+02 1.283800000000000000e+04 1.249000000000000000e+03 1.300000000000000000e+01
7.272900000000000000e+04 3.890000000000000000e+02 1.274200000000000000e+04 1.264000000000000000e+03 1.500000000000000000e+01
7.311500000000000000e+04 3.860000000000000000e+02 1.236400000000000000e+04 1.283000000000000000e+03 1.900000000000000000e+01
7.351800000000000000e+04 4.030000000000000000e+02 1.203800000000000000e+04 1.300000000000000000e+03 1.700000000000000000e+01
7.391800000000000000e+04 4.000000000000000000e+02 1.175600000000000000e+04 1.316000000000000000e+03 1.600000000000000000e+01
7.426200000000000000e+04 3.440000000000000000e+02 1.151900000000000000e+04 1.328000000000000000e+03 1.200000000000000000e+01
7.469200000000000000e+04 4.300000000000000000e+02 1.131100000000000000e+04 1.337000000000000000e+03 9.000000000000000000e+00
7.508400000000000000e+04 3.920000000000000000e+02 1.120500000000000000e+04 1.349000000000000000e+03 1.200000000000000000e+01
7.552100000000000000e+04 4.370000000000000000e+02 1.120500000000000000e+04 1.360000000000000000e+03 1.100000000000000000e+01
7.587500000000000000e+04 3.540000000000000000e+02 9.711000000000000000e+03 1.371000000000000000e+03 1.100000000000000000e+01
7.642900000000000000e+04 5.540000000000000000e+02 9.573000000000000000e+03 1.378000000000000000e+03 7.000000000000000000e+00
7.692600000000000000e+04 4.970000000000000000e+02 9.524000000000000000e+03 1.386000000000000000e+03 8.000000000000000000e+00
7.739500000000000000e+04 4.690000000000000000e+02 9.493000000000000000e+03 1.399000000000000000e+03 1.300000000000000000e+01
7.785000000000000000e+04 4.550000000000000000e+02 9.315000000000000000e+03 1.414000000000000000e+03 1.500000000000000000e+01
7.820500000000000000e+04 3.550000000000000000e+02 8.907000000000000000e+03 1.420000000000000000e+03 6.000000000000000000e+00
7.850800000000000000e+04 3.030000000000000000e+02 8.774000000000000000e+03 1.425000000000000000e+03 5.000000000000000000e+00
7.884400000000000000e+04 3.360000000000000000e+02 8.634000000000000000e+03 1.435000000000000000e+03 1.000000000000000000e+01
7.931100000000000000e+04 4.670000000000000000e+02 8.571000000000000000e+03 1.441000000000000000e+03 6.000000000000000000e+00
7.976200000000000000e+04 4.510000000000000000e+02 8.610000000000000000e+03 1.448000000000000000e+03 7.000000000000000000e+00
8.013100000000000000e+04 3.690000000000000000e+02 8.555000000000000000e+03 1.459000000000000000e+03 1.100000000000000000e+01
8.052400000000000000e+04 3.930000000000000000e+02 8.555000000000000000e+03 1.464000000000000000e+03 5.000000000000000000e+00
8.089600000000000000e+04 3.720000000000000000e+02 8.560000000000000000e+03 1.471000000000000000e+03 7.000000000000000000e+00
8.118500000000000000e+04 2.890000000000000000e+02 8.493000000000000000e+03 1.474000000000000000e+03 3.000000000000000000e+00
8.148700000000000000e+04 3.020000000000000000e+02 8.329000000000000000e+03 1.482000000000000000e+03 8.000000000000000000e+00
8.193000000000000000e+04 4.430000000000000000e+02 8.218000000000000000e+03 1.486000000000000000e+03 4.000000000000000000e+00
8.243400000000000000e+04 5.040000000000000000e+02 8.300000000000000000e+03 1.496000000000000000e+03 1.000000000000000000e+01
8.283700000000000000e+04 4.030000000000000000e+02 8.394000000000000000e+03 1.507000000000000000e+03 1.100000000000000000e+01
8.319900000000000000e+04 3.620000000000000000e+02 8.458000000000000000e+03 1.514000000000000000e+03 7.000000000000000000e+00
8.352500000000000000e+04 3.260000000000000000e+02 8.444000000000000000e+03 1.522000000000000000e+03 8.000000000000000000e+00
8.386900000000000000e+04 3.440000000000000000e+02 8.548000000000000000e+03 1.527000000000000000e+03 5.000000000000000000e+00
8.432500000000000000e+04 4.560000000000000000e+02 8.240000000000000000e+03 1.534000000000000000e+03 7.000000000000000000e+00
8.494600000000000000e+04 6.210000000000000000e+02 8.048000000000000000e+03 1.538000000000000000e+03 4.000000000000000000e+00
8.556700000000000000e+04 6.210000000000000000e+02 8.127000000000000000e+03 1.544000000000000000e+03 6.000000000000000000e+00
8.612800000000000000e+04 5.610000000000000000e+02 8.065000000000000000e+03 1.550000000000000000e+03 6.000000000000000000e+00
8.657400000000000000e+04 4.460000000000000000e+02 7.938000000000000000e+03 1.553000000000000000e+03 3.000000000000000000e+00
