total_cases novelDailyCases active_cases total_deaths daily_deaths
1.116500000000000000e+04 2.300000000000000000e+01 7.050000000000000000e+02 2.660000000000000000e+02 2.000000000000000000e+00
1.119000000000000000e+04 2.500000000000000000e+01 7.110000000000000000e+02 2.660000000000000000e+02 0.000000000000000000e+00
1.120600000000000000e+04 1.600000000000000000e+01 7.130000000000000000e+02 2.670000000000000000e+02 1.000000000000000000e+00
1.122500000000000000e+04 1.900000000000000000e+01 6.810000000000000000e+02 2.690000000000000000e+02 2.000000000000000000e+00
1.126500000000000000e+04 4.000000000000000000e+01 7.010000000000000000e+02 2.690000000000000000e+02 0.000000000000000000e+00
1.134400000000000000e+04 7.900000000000000000e+01 7.350000000000000000e+02 2.690000000000000000e+02 0.000000000000000000e+00
1.140200000000000000e+04 5.800000000000000000e+01 7.700000000000000000e+02 2.690000000000000000e+02 0.000000000000000000e+00
1.144100000000000000e+04 3.900000000000000000e+01 7.740000000000000000e+02 2.690000000000000000e+02 0.000000000000000000e+00
1.146800000000000000e+04 2.700000000000000000e+01 7.930000000000000000e+02 2.700000000000000000e+02 1.000000000000000000e+00
1.150300000000000000e+04 3.500000000000000000e+01 8.100000000000000000e+02 2.710000000000000000e+02 1.000000000000000000e+00
1.154100000000000000e+04 3.800000000000000000e+01 8.230000000000000000e+02 2.720000000000000000e+02 1.000000000000000000e+00
1.159000000000000000e+04 4.900000000000000000e+01 8.500000000000000000e+02 2.730000000000000000e+02 1.000000000000000000e+00
1.162900000000000000e+04 3.900000000000000000e+01 8.570000000000000000e+02 2.730000000000000000e+02 0.000000000000000000e+00
1.166800000000000000e+04 3.900000000000000000e+01 8.890000000000000000e+02 2.730000000000000000e+02 0.000000000000000000e+00
1.171900000000000000e+04 5.100000000000000000e+01 9.150000000000000000e+02 2.730000000000000000e+02 0.000000000000000000e+00
1.177600000000000000e+04 5.700000000000000000e+01 9.510000000000000000e+02 2.730000000000000000e+02 0.000000000000000000e+00
1.181400000000000000e+04 3.800000000000000000e+01 9.780000000000000000e+02 2.730000000000000000e+02 0.000000000000000000e+00
1.185200000000000000e+04 3.800000000000000000e+01 9.890000000000000000e+02 2.740000000000000000e+02 1.000000000000000000e+00
1.190200000000000000e+04 5.000000000000000000e+01 1.015000000000000000e+03 2.760000000000000000e+02 2.000000000000000000e+00
1.194700000000000000e+04 4.500000000000000000e+01 1.017000000000000000e+03 2.760000000000000000e+02 0.000000000000000000e+00
1.200300000000000000e+04 5.600000000000000000e+01 1.057000000000000000e+03 2.770000000000000000e+02 1.000000000000000000e+00
1.205100000000000000e+04 4.800000000000000000e+01 1.083000000000000000e+03 2.770000000000000000e+02 0.000000000000000000e+00
1.208500000000000000e+04 3.400000000000000000e+01 1.090000000000000000e+03 2.770000000000000000e+02 0.000000000000000000e+00
1.212100000000000000e+04 3.600000000000000000e+01 1.114000000000000000e+03 2.770000000000000000e+02 0.000000000000000000e+00
1.215500000000000000e+04 3.400000000000000000e+01 1.117000000000000000e+03 2.780000000000000000e+02 1.000000000000000000e+00
1.219800000000000000e+04 4.300000000000000000e+01 1.145000000000000000e+03 2.790000000000000000e+02 1.000000000000000000e+00
1.225700000000000000e+04 5.900000000000000000e+01 1.177000000000000000e+03 2.800000000000000000e+02 1.000000000000000000e+00
1.230600000000000000e+04 4.900000000000000000e+01 1.191000000000000000e+03 2.800000000000000000e+02 0.000000000000000000e+00
1.237300000000000000e+04 6.700000000000000000e+01 1.237000000000000000e+03 2.800000000000000000e+02 0.000000000000000000e+00
1.242100000000000000e+04 4.800000000000000000e+01 1.273000000000000000e+03 2.800000000000000000e+02 0.000000000000000000e+00
1.243800000000000000e+04 1.700000000000000000e+01 1.277000000000000000e+03 2.800000000000000000e+02 0.000000000000000000e+00
1.248400000000000000e+04 4.600000000000000000e+01 1.295000000000000000e+03 2.810000000000000000e+02 1.000000000000000000e+00
1.253500000000000000e+04 5.100000000000000000e+01 1.324000000000000000e+03 2.810000000000000000e+02 0.000000000000000000e+00
1.256300000000000000e+04 2.800000000000000000e+01 1.307000000000000000e+03 2.820000000000000000e+02 1.000000000000000000e+00
1.260200000000000000e+04 3.900000000000000000e+01 1.148000000000000000e+03 2.820000000000000000e+02 0.000000000000000000e+00
1.265300000000000000e+04 5.100000000000000000e+01 1.054000000000000000e+03 2.820000000000000000e+02 0.000000000000000000e+00
1.271500000000000000e+04 6.200000000000000000e+01 1.069000000000000000e+03 2.820000000000000000e+02 0.000000000000000000e+00
1.275700000000000000e+04 4.200000000000000000e+01 1.046000000000000000e+03 2.820000000000000000e+02 0.000000000000000000e+00
1.280000000000000000e+04 4.300000000000000000e+01 9.810000000000000000e+02 2.820000000000000000e+02 0.000000000000000000e+00
1.285000000000000000e+04 5.000000000000000000e+01 9.550000000000000000e+02 2.820000000000000000e+02 0.000000000000000000e+00
1.290400000000000000e+04 5.400000000000000000e+01 9.380000000000000000e+02 2.820000000000000000e+02 0.000000000000000000e+00
1.296700000000000000e+04 6.300000000000000000e+01 9.260000000000000000e+02 2.820000000000000000e+02 0.000000000000000000e+00
1.303000000000000000e+04 6.300000000000000000e+01 9.360000000000000000e+02 2.830000000000000000e+02 1.000000000000000000e+00
1.309100000000000000e+04 6.100000000000000000e+01 9.760000000000000000e+02 2.830000000000000000e+02 0.000000000000000000e+00
1.313700000000000000e+04 4.600000000000000000e+01 1.005000000000000000e+03 2.840000000000000000e+02 1.000000000000000000e+00
1.318100000000000000e+04 4.400000000000000000e+01 9.820000000000000000e+02 2.850000000000000000e+02 1.000000000000000000e+00
1.324300000000000000e+04 6.200000000000000000e+01 9.880000000000000000e+02 2.850000000000000000e+02 0.000000000000000000e+00
1.329300000000000000e+04 5.000000000000000000e+01 9.870000000000000000e+02 2.870000000000000000e+02 2.000000000000000000e+00
1.333800000000000000e+04 4.500000000000000000e+01 9.850000000000000000e+02 2.880000000000000000e+02 1.000000000000000000e+00
1.337300000000000000e+04 3.500000000000000000e+01 9.410000000000000000e+02 2.880000000000000000e+02 0.000000000000000000e+00
1.341700000000000000e+04 4.400000000000000000e+01 9.500000000000000000e+02 2.890000000000000000e+02 1.000000000000000000e+00
1.347900000000000000e+04 6.200000000000000000e+01 9.860000000000000000e+02 2.890000000000000000e+02 0.000000000000000000e+00
1.351200000000000000e+04 3.300000000000000000e+01 9.410000000000000000e+02 2.890000000000000000e+02 0.000000000000000000e+00
1.355100000000000000e+04 3.900000000000000000e+01 9.140000000000000000e+02 2.890000000000000000e+02 0.000000000000000000e+00
1.361200000000000000e+04 6.100000000000000000e+01 9.250000000000000000e+02 2.910000000000000000e+02 2.000000000000000000e+00
1.367200000000000000e+04 6.000000000000000000e+01 9.190000000000000000e+02 2.930000000000000000e+02 2.000000000000000000e+00
1.371100000000000000e+04 3.900000000000000000e+01 8.980000000000000000e+02 2.940000000000000000e+02 1.000000000000000000e+00
1.374500000000000000e+04 3.400000000000000000e+01 8.940000000000000000e+02 2.950000000000000000e+02 1.000000000000000000e+00
1.377100000000000000e+04 2.600000000000000000e+01 9.030000000000000000e+02 2.960000000000000000e+02 1.000000000000000000e+00
1.381600000000000000e+04 4.500000000000000000e+01 8.770000000000000000e+02 2.960000000000000000e+02 0.000000000000000000e+00
1.387900000000000000e+04 6.300000000000000000e+01 8.840000000000000000e+02 2.970000000000000000e+02 1.000000000000000000e+00
1.393800000000000000e+04 5.900000000000000000e+01 8.830000000000000000e+02 2.970000000000000000e+02 0.000000000000000000e+00
1.397900000000000000e+04 4.100000000000000000e+01 8.640000000000000000e+02 2.980000000000000000e+02 1.000000000000000000e+00
1.409200000000000000e+04 1.130000000000000000e+02 9.280000000000000000e+02 2.980000000000000000e+02 0.000000000000000000e+00
1.415000000000000000e+04 5.800000000000000000e+01 9.620000000000000000e+02 2.980000000000000000e+02 0.000000000000000000e+00
1.417500000000000000e+04 2.500000000000000000e+01 9.710000000000000000e+02 2.990000000000000000e+02 1.000000000000000000e+00
1.420300000000000000e+04 2.800000000000000000e+01 8.960000000000000000e+02 3.000000000000000000e+02 1.000000000000000000e+00
1.425100000000000000e+04 4.800000000000000000e+01 8.820000000000000000e+02 3.000000000000000000e+02 0.000000000000000000e+00
1.426900000000000000e+04 1.800000000000000000e+01 8.370000000000000000e+02 3.000000000000000000e+02 0.000000000000000000e+00
1.430500000000000000e+04 3.600000000000000000e+01 8.210000000000000000e+02 3.010000000000000000e+02 1.000000000000000000e+00
1.433600000000000000e+04 3.100000000000000000e+01 8.020000000000000000e+02 3.010000000000000000e+02 0.000000000000000000e+00
1.436600000000000000e+04 3.000000000000000000e+01 8.060000000000000000e+02 3.010000000000000000e+02 0.000000000000000000e+00
1.438900000000000000e+04 2.300000000000000000e+01 8.080000000000000000e+02 3.010000000000000000e+02 0.000000000000000000e+00
1.442300000000000000e+04 3.400000000000000000e+01 7.700000000000000000e+02 3.010000000000000000e+02 0.000000000000000000e+00
1.445600000000000000e+04 3.300000000000000000e+01 7.480000000000000000e+02 3.020000000000000000e+02 1.000000000000000000e+00
1.449900000000000000e+04 4.300000000000000000e+01 6.960000000000000000e+02 3.020000000000000000e+02 0.000000000000000000e+00
1.451900000000000000e+04 2.000000000000000000e+01 6.730000000000000000e+02 3.030000000000000000e+02 1.000000000000000000e+00
1.456200000000000000e+04 4.300000000000000000e+01 6.290000000000000000e+02 3.040000000000000000e+02 1.000000000000000000e+00
1.459800000000000000e+04 3.600000000000000000e+01 6.510000000000000000e+02 3.050000000000000000e+02 1.000000000000000000e+00
1.462600000000000000e+04 2.800000000000000000e+01 6.630000000000000000e+02 3.050000000000000000e+02 0.000000000000000000e+00
1.466000000000000000e+04 3.400000000000000000e+01 6.260000000000000000e+02 3.050000000000000000e+02 0.000000000000000000e+00
1.471400000000000000e+04 5.400000000000000000e+01 6.230000000000000000e+02 3.050000000000000000e+02 0.000000000000000000e+00
1.477000000000000000e+04 5.600000000000000000e+01 6.480000000000000000e+02 3.050000000000000000e+02 0.000000000000000000e+00
1.487300000000000000e+04 1.030000000000000000e+02 7.050000000000000000e+02 3.050000000000000000e+02 0.000000000000000000e+00
1.503900000000000000e+04 1.660000000000000000e+02 8.330000000000000000e+02 3.050000000000000000e+02 0.000000000000000000e+00
1.531800000000000000e+04 2.790000000000000000e+02 1.103000000000000000e+03 3.050000000000000000e+02 0.000000000000000000e+00
1.551500000000000000e+04 1.970000000000000000e+02 1.293000000000000000e+03 3.050000000000000000e+02 0.000000000000000000e+00
1.576100000000000000e+04 2.460000000000000000e+02 1.521000000000000000e+03 3.060000000000000000e+02 1.000000000000000000e+00
1.605800000000000000e+04 2.970000000000000000e+02 1.746000000000000000e+03 3.060000000000000000e+02 0.000000000000000000e+00
1.634600000000000000e+04 2.880000000000000000e+02 1.976000000000000000e+03 3.070000000000000000e+02 1.000000000000000000e+00
1.667000000000000000e+04 3.240000000000000000e+02 2.241000000000000000e+03 3.090000000000000000e+02 2.000000000000000000e+00
1.700200000000000000e+04 3.320000000000000000e+02 2.524000000000000000e+03 3.090000000000000000e+02 0.000000000000000000e+00
1.739900000000000000e+04 3.970000000000000000e+02 2.890000000000000000e+03 3.090000000000000000e+02 0.000000000000000000e+00
1.766500000000000000e+04 2.660000000000000000e+02 3.137000000000000000e+03 3.090000000000000000e+02 0.000000000000000000e+00
1.794500000000000000e+04 2.800000000000000000e+02 3.349000000000000000e+03 3.100000000000000000e+02 1.000000000000000000e+00
1.826500000000000000e+04 3.200000000000000000e+02 3.585000000000000000e+03 3.120000000000000000e+02 2.000000000000000000e+00
1.870600000000000000e+04 4.410000000000000000e+02 3.932000000000000000e+03 3.130000000000000000e+02 1.000000000000000000e+00
1.907700000000000000e+04 3.710000000000000000e+02 4.210000000000000000e+03 3.160000000000000000e+02 3.000000000000000000e+00
1.940000000000000000e+04 3.230000000000000000e+02 4.314000000000000000e+03 3.210000000000000000e+02 5.000000000000000000e+00
1.969900000000000000e+04 2.990000000000000000e+02 4.473000000000000000e+03 3.230000000000000000e+02 2.000000000000000000e+00
1.994700000000000000e+04 2.480000000000000000e+02 4.650000000000000000e+03 3.240000000000000000e+02 1.000000000000000000e+00
2.018200000000000000e+04 2.350000000000000000e+02 4.660000000000000000e+03 3.240000000000000000e+02 0.000000000000000000e+00
2.044900000000000000e+04 2.670000000000000000e+02 4.767000000000000000e+03 3.260000000000000000e+02 2.000000000000000000e+00
2.064400000000000000e+04 1.950000000000000000e+02 4.786000000000000000e+03 3.290000000000000000e+02 3.000000000000000000e+00
2.084200000000000000e+04 1.980000000000000000e+02 4.728000000000000000e+03 3.310000000000000000e+02 2.000000000000000000e+00
2.101000000000000000e+04 1.680000000000000000e+02 4.668000000000000000e+03 3.330000000000000000e+02 2.000000000000000000e+00
2.117700000000000000e+04 1.670000000000000000e+02 4.697000000000000000e+03 3.340000000000000000e+02 1.000000000000000000e+00
2.129600000000000000e+04 1.190000000000000000e+02 4.663000000000000000e+03 3.360000000000000000e+02 2.000000000000000000e+00
2.143200000000000000e+04 1.360000000000000000e+02 4.455000000000000000e+03 3.410000000000000000e+02 5.000000000000000000e+00
2.158800000000000000e+04 1.560000000000000000e+02 4.221000000000000000e+03 3.440000000000000000e+02 3.000000000000000000e+00
2.174300000000000000e+04 1.550000000000000000e+02 4.037000000000000000e+03 3.460000000000000000e+02 2.000000000000000000e+00
2.191900000000000000e+04 1.760000000000000000e+02 3.953000000000000000e+03 3.500000000000000000e+02 4.000000000000000000e+00
2.205500000000000000e+04 1.360000000000000000e+02 3.671000000000000000e+03 3.550000000000000000e+02 5.000000000000000000e+00
2.217600000000000000e+04 1.210000000000000000e+02 3.592000000000000000e+03 3.580000000000000000e+02 3.000000000000000000e+00
2.228500000000000000e+04 1.090000000000000000e+02 3.433000000000000000e+03 3.630000000000000000e+02 5.000000000000000000e+00
2.239100000000000000e+04 1.060000000000000000e+02 3.146000000000000000e+03 3.670000000000000000e+02 4.000000000000000000e+00
2.250400000000000000e+04 1.130000000000000000e+02 2.827000000000000000e+03 3.670000000000000000e+02 0.000000000000000000e+00
2.265700000000000000e+04 1.530000000000000000e+02 2.742000000000000000e+03 3.720000000000000000e+02 5.000000000000000000e+00
2.278300000000000000e+04 1.260000000000000000e+02 2.635000000000000000e+03 3.770000000000000000e+02 5.000000000000000000e+00
2.289300000000000000e+04 1.100000000000000000e+02 2.545000000000000000e+03 3.780000000000000000e+02 1.000000000000000000e+00
2.297500000000000000e+04 8.200000000000000000e+01 2.434000000000000000e+03 3.830000000000000000e+02 5.000000000000000000e+00
2.304500000000000000e+04 7.000000000000000000e+01 2.412000000000000000e+03 3.850000000000000000e+02 2.000000000000000000e+00
2.310600000000000000e+04 6.100000000000000000e+01 2.277000000000000000e+03 3.880000000000000000e+02 3.000000000000000000e+00
2.321600000000000000e+04 1.100000000000000000e+02 2.178000000000000000e+03 3.880000000000000000e+02 0.000000000000000000e+00
2.334100000000000000e+04 1.250000000000000000e+02 2.116000000000000000e+03 3.930000000000000000e+02 5.000000000000000000e+00
2.345500000000000000e+04 1.140000000000000000e+02 2.082000000000000000e+03 3.950000000000000000e+02 2.000000000000000000e+00
2.351600000000000000e+04 6.100000000000000000e+01 1.951000000000000000e+03 3.990000000000000000e+02 4.000000000000000000e+00
2.361100000000000000e+04 9.500000000000000000e+01 1.962000000000000000e+03 4.010000000000000000e+02 2.000000000000000000e+00
2.366100000000000000e+04 5.000000000000000000e+01 1.963000000000000000e+03 4.060000000000000000e+02 5.000000000000000000e+00
2.369900000000000000e+04 3.800000000000000000e+01 1.822000000000000000e+03 4.070000000000000000e+02 1.000000000000000000e+00
2.381200000000000000e+04 1.130000000000000000e+02 1.808000000000000000e+03 4.130000000000000000e+02 6.000000000000000000e+00
2.388900000000000000e+04 7.700000000000000000e+01 1.808000000000000000e+03 4.150000000000000000e+02 2.000000000000000000e+00
2.395200000000000000e+04 6.300000000000000000e+01 1.803000000000000000e+03 4.160000000000000000e+02 1.000000000000000000e+00
